latitude,longitude,month,"<xarray.DataArray 't' (latitude: 37, longitude: 396)>
array([[28.638367, 28.698883, 28.661224, ..., 29.155853, 29.019714,
        28.941376],
       [28.757416, 28.79776 , 28.750671, ..., 29.406006, 29.260254,
        29.134521],
       [28.831665, 28.846375, 28.845428, ..., 29.588715, 29.46283 ,
        29.382874],
       ...,
       [25.837738, 25.843323, 25.842041, ..., 26.016022, 26.016815,
        26.01889 ],
       [25.79599 , 25.803467, 25.801544, ..., 25.936005, 25.931702,
        25.93637 ],
       [25.74936 , 25.757782, 25.760529, ..., 25.850555, 25.84668 ,
        25.860321]], dtype=float32)
Coordinates:
  * longitude  (longitude) float64 -5.0 -4.75 -4.5 -4.25 ... 2.25 2.5 2.75 3.0
  * latitude   (latitude) float32 12.0 11.75 11.5 11.25 ... 3.75 3.5 3.25 3.0
    month      (longitude) int64 1 1 1 1 1 1 1 1 1 ... 12 12 12 12 12 12 12 12"
9.5,1.0,3,31.810394
9.5,1.25,3,31.825348
9.5,1.5,3,31.837067
9.5,1.75,3,31.900055
9.5,2.0,3,31.916565
9.5,2.25,3,31.86142
9.5,2.5,3,31.769928
9.5,2.75,3,31.739777
9.5,3.0,3,31.794617
9.5,-5.0,4,30.53061
9.5,-4.75,4,30.678955
9.5,-4.5,4,30.652039
9.5,-4.25,4,30.529877
9.5,-4.0,4,30.469727
9.5,-3.75,4,30.374939
9.5,-3.5,4,30.381317
9.5,-3.25,4,30.517212
9.5,-3.0,4,30.73529
9.5,-2.75,4,30.758942
9.5,-2.5,4,30.688019
9.5,-2.25,4,30.858551
9.5,-2.0,4,30.864807
9.5,-1.75,4,30.866516
9.5,-1.5,4,31.14795
9.5,-1.25,4,31.244629
9.5,-1.0,4,31.13507
9.5,-0.75,4,31.120453
9.5,-0.5,4,30.976288
9.5,-0.25,4,30.784393
9.5,0.0,4,30.796967
9.5,0.25,4,30.58554
9.5,0.5,4,30.368683
9.5,0.75,4,30.427032
9.5,1.0,4,30.434326
9.5,1.25,4,30.422913
9.5,1.5,4,30.432953
9.5,1.75,4,30.524506
9.5,2.0,4,30.66388
9.5,2.25,4,30.667725
9.5,2.5,4,30.581299
9.5,2.75,4,30.56488
9.5,3.0,4,30.611511
9.5,-5.0,5,29.343903
9.5,-4.75,5,29.446808
9.5,-4.5,5,29.434265
9.5,-4.25,5,29.31488
9.5,-4.0,5,29.252563
9.5,-3.75,5,29.148773
9.5,-3.5,5,29.133667
9.5,-3.25,5,29.260712
9.5,-3.0,5,29.446716
9.5,-2.75,5,29.425476
9.5,-2.5,5,29.298584
9.5,-2.25,5,29.428253
9.5,-2.0,5,29.380157
9.5,-1.75,5,29.318695
9.5,-1.5,5,29.597534
9.5,-1.25,5,29.692688
9.5,-1.0,5,29.59903
9.5,-0.75,5,29.632904
9.5,-0.5,5,29.506348
9.5,-0.25,5,29.312592
9.5,0.0,5,29.349487
9.5,0.25,5,29.164215
9.5,0.5,5,28.959808
9.5,0.75,5,29.00061
9.5,1.0,5,28.93045
9.5,1.25,5,28.871918
9.5,1.5,5,28.835632
9.5,1.75,5,28.869202
9.5,2.0,5,29.005737
9.5,2.25,5,28.998718
9.5,2.5,5,28.92923
9.5,2.75,5,28.940704
9.5,3.0,5,28.973694
9.5,-5.0,6,27.7818
9.5,-4.75,6,27.85141
9.5,-4.5,6,27.835602
9.5,-4.25,6,27.707214
9.5,-4.0,6,27.614319
9.5,-3.75,6,27.509827
9.5,-3.5,6,27.491333
9.5,-3.25,6,27.631653
9.5,-3.0,6,27.79132
9.5,-2.75,6,27.759247
9.5,-2.5,6,27.652771
9.5,-2.25,6,27.729004
9.5,-2.0,6,27.64859
9.5,-1.75,6,27.54773
9.5,-1.5,6,27.750854
9.5,-1.25,6,27.822418
9.5,-1.0,6,27.714874
9.5,-0.75,6,27.699951
9.5,-0.5,6,27.580383
9.5,-0.25,6,27.427979
9.5,0.0,6,27.470428
9.5,0.25,6,27.349274
9.5,0.5,6,27.211243
9.5,0.75,6,27.276978
9.5,1.0,6,27.246735
9.5,1.25,6,27.2341
9.5,1.5,6,27.235931
9.5,1.75,6,27.269104
9.5,2.0,6,27.38095
9.5,2.25,6,27.371124
9.5,2.5,6,27.325348
9.5,2.75,6,27.332275
9.5,3.0,6,27.349335
9.5,-5.0,7,26.344696
9.5,-4.75,7,26.358398
9.5,-4.5,7,26.306976
9.5,-4.25,7,26.18161
9.5,-4.0,7,26.08731
9.5,-3.75,7,26.013123
9.5,-3.5,7,26.033783
9.5,-3.25,7,26.193512
9.5,-3.0,7,26.348541
9.5,-2.75,7,26.338959
9.5,-2.5,7,26.27066
9.5,-2.25,7,26.310028
9.5,-2.0,7,26.240936
9.5,-1.75,7,26.144989
9.5,-1.5,7,26.235352
9.5,-1.25,7,26.256348
9.5,-1.0,7,26.17749
9.5,-0.75,7,26.145477
9.5,-0.5,7,26.035126
9.5,-0.25,7,25.929932
9.5,0.0,7,25.95288
9.5,0.25,7,25.849854
9.5,0.5,7,25.741882
9.5,0.75,7,25.801666
9.5,1.0,7,25.826813
9.5,1.25,7,25.870422
9.5,1.5,7,25.912994
9.5,1.75,7,25.937927
9.5,2.0,7,25.998535
9.5,2.25,7,25.976837
9.5,2.5,7,25.932587
9.5,2.75,7,25.942474
9.5,3.0,7,25.972015
9.5,-5.0,8,25.94928
9.5,-4.75,8,25.92575
9.5,-4.5,8,25.848846
9.5,-4.25,8,25.732574
9.5,-4.0,8,25.646545
9.5,-3.75,8,25.584106
9.5,-3.5,8,25.629364
9.5,-3.25,8,25.778076
9.5,-3.0,8,25.887299
9.5,-2.75,8,25.875244
9.5,-2.5,8,25.841614
9.5,-2.25,8,25.880005
9.5,-2.0,8,25.822357
9.5,-1.75,8,25.752594
9.5,-1.5,8,25.78592
9.5,-1.25,8,25.771088
9.5,-1.0,8,25.723694
9.5,-0.75,8,25.670319
9.5,-0.5,8,25.565765
9.5,-0.25,8,25.502563
9.5,0.0,8,25.509094
9.5,0.25,8,25.417328
9.5,0.5,8,25.346527
9.5,0.75,8,25.425537
9.5,1.0,8,25.479645
9.5,1.25,8,25.534485
9.5,1.5,8,25.59491
9.5,1.75,8,25.635773
9.5,2.0,8,25.695099
9.5,2.25,8,25.675934
9.5,2.5,8,25.6156
9.5,2.75,8,25.618408
9.5,3.0,8,25.66092
9.5,-5.0,9,26.601532
9.5,-4.75,9,26.543121
9.5,-4.5,9,26.44516
9.5,-4.25,9,26.363647
9.5,-4.0,9,26.308655
9.5,-3.75,9,26.273407
9.5,-3.5,9,26.358795
9.5,-3.25,9,26.48288
9.5,-3.0,9,26.50595
9.5,-2.75,9,26.45691
9.5,-2.5,9,26.431
9.5,-2.25,9,26.439148
9.5,-2.0,9,26.363495
9.5,-1.75,9,26.325806
9.5,-1.5,9,26.306793
9.5,-1.25,9,26.235107
9.5,-1.0,9,26.200684
9.5,-0.75,9,26.126007
9.5,-0.5,9,26.049683
9.5,-0.25,9,26.03659
9.5,0.0,9,26.026154
9.5,0.25,9,25.926727
9.5,0.5,9,25.918
9.5,0.75,9,26.082153
9.5,1.0,9,26.180176
9.5,1.25,9,26.249817
9.5,1.5,9,26.314728
9.5,1.75,9,26.374207
9.5,2.0,9,26.427795
9.5,2.25,9,26.38208
9.5,2.5,9,26.324066
9.5,2.75,9,26.343903
9.5,3.0,9,26.42038
9.5,-5.0,10,28.00122
9.5,-4.75,10,27.982025
9.5,-4.5,10,27.849823
9.5,-4.25,10,27.750946
9.5,-4.0,10,27.733093
9.5,-3.75,10,27.697601
9.5,-3.5,10,27.839813
9.5,-3.25,10,28.040375
9.5,-3.0,10,28.121338
9.5,-2.75,10,28.05188
9.5,-2.5,10,27.979553
9.5,-2.25,10,28.068878
9.5,-2.0,10,27.97522
9.5,-1.75,10,27.957367
9.5,-1.5,10,28.051117
9.5,-1.25,10,27.894714
9.5,-1.0,10,27.748383
9.5,-0.75,10,27.624847
9.5,-0.5,10,27.475372
9.5,-0.25,10,27.42926
9.5,0.0,10,27.38617
9.5,0.25,10,27.196838
9.5,0.5,10,27.249268
9.5,0.75,10,27.601257
9.5,1.0,10,27.773895
9.5,1.25,10,27.865387
9.5,1.5,10,27.943909
9.5,1.75,10,27.995972
9.5,2.0,10,27.994995
9.5,2.25,10,27.861084
9.5,2.5,10,27.774536
9.5,2.75,10,27.825836
9.5,3.0,10,27.980103
9.5,-5.0,11,29.70044
9.5,-4.75,11,29.743134
9.5,-4.5,11,29.598206
9.5,-4.25,11,29.46402
9.5,-4.0,11,29.49237
9.5,-3.75,11,29.521912
9.5,-3.5,11,29.704407
9.5,-3.25,11,30.003174
9.5,-3.0,11,30.23108
9.5,-2.75,11,30.225067
9.5,-2.5,11,30.198303
9.5,-2.25,11,30.378357
9.5,-2.0,11,30.307281
9.5,-1.75,11,30.298492
9.5,-1.5,11,30.483826
9.5,-1.25,11,30.34433
9.5,-1.0,11,30.167145
9.5,-0.75,11,30.105164
9.5,-0.5,11,29.937073
9.5,-0.25,11,29.80542
9.5,0.0,11,29.681213
9.5,0.25,11,29.37796
9.5,0.5,11,29.460297
9.5,0.75,11,29.971252
9.5,1.0,11,30.250122
9.5,1.25,11,30.352478
9.5,1.5,11,30.419464
9.5,1.75,11,30.425476
9.5,2.0,11,30.302948
9.5,2.25,11,30.131134
9.5,2.5,11,30.079102
9.5,2.75,11,30.14978
9.5,3.0,11,30.31601
9.5,-5.0,12,30.110565
9.5,-4.75,12,30.06366
9.5,-4.5,12,29.976257
9.5,-4.25,12,29.97995
9.5,-4.0,12,30.090393
9.5,-3.75,12,30.145386
9.5,-3.5,12,30.21463
9.5,-3.25,12,30.322418
9.5,-3.0,12,30.407898
9.5,-2.75,12,30.4487
9.5,-2.5,12,30.493622
9.5,-2.25,12,30.554901
9.5,-2.0,12,30.492188
9.5,-1.75,12,30.491821
9.5,-1.5,12,30.479523
9.5,-1.25,12,30.277832
9.5,-1.0,12,30.225647
9.5,-0.75,12,30.33551
9.5,-0.5,12,30.330048
9.5,-0.25,12,30.219849
9.5,0.0,12,30.035156
9.5,0.25,12,29.810974
9.5,0.5,12,29.909302
9.5,0.75,12,30.30011
9.5,1.0,12,30.496979
9.5,1.25,12,30.430695
9.5,1.5,12,30.346619
9.5,1.75,12,30.284119
9.5,2.0,12,30.13385
9.5,2.25,12,30.03183
9.5,2.5,12,30.016357
9.5,2.75,12,30.084717
9.5,3.0,12,30.193207
9.25,-5.0,1,30.24527
9.25,-4.75,1,30.177948
9.25,-4.5,1,30.117523
9.25,-4.25,1,30.13147
9.25,-4.0,1,30.21582
9.25,-3.75,1,30.214325
9.25,-3.5,1,30.251343
9.25,-3.25,1,30.331726
9.25,-3.0,1,30.354431
9.25,-2.75,1,30.406738
9.25,-2.5,1,30.437836
9.25,-2.25,1,30.449066
9.25,-2.0,1,30.421173
9.25,-1.75,1,30.418457
9.25,-1.5,1,30.388824
9.25,-1.25,1,30.2753
9.25,-1.0,1,30.28601
9.25,-0.75,1,30.334045
9.25,-0.5,1,30.286682
9.25,-0.25,1,30.173218
9.25,0.0,1,29.977875
9.25,0.25,1,29.829742
9.25,0.5,1,30.037079
9.25,0.75,1,30.46524
9.25,1.0,1,30.606018
9.25,1.25,1,30.443909
9.25,1.5,1,30.302063
9.25,1.75,1,30.190765
9.25,2.0,1,30.000732
9.25,2.25,1,29.909119
9.25,2.5,1,29.899628
9.25,2.75,1,29.907867
9.25,3.0,1,29.970947
9.25,-5.0,2,31.582886
9.25,-4.75,2,31.615967
9.25,-4.5,2,31.60202
9.25,-4.25,2,31.57077
9.25,-4.0,2,31.592438
9.25,-3.75,2,31.555328
9.25,-3.5,2,31.573212
9.25,-3.25,2,31.689209
9.25,-3.0,2,31.815674
9.25,-2.75,2,31.9122
9.25,-2.5,2,31.958923
9.25,-2.25,2,32.01288
9.25,-2.0,2,32.019867
9.25,-1.75,2,32.042755
9.25,-1.5,2,32.06714
9.25,-1.25,2,32.01761
9.25,-1.0,2,31.969604
9.25,-0.75,2,31.935211
9.25,-0.5,2,31.83844
9.25,-0.25,2,31.661743
9.25,0.0,2,31.476837
9.25,0.25,2,31.293396
9.25,0.5,2,31.38269
9.25,0.75,2,31.745178
9.25,1.0,2,31.878448
9.25,1.25,2,31.730377
9.25,1.5,2,31.603394
9.25,1.75,2,31.530273
9.25,2.0,2,31.381744
9.25,2.25,2,31.28415
9.25,2.5,2,31.239166
9.25,2.75,2,31.218658
9.25,3.0,2,31.265503
9.25,-5.0,3,31.247986
9.25,-4.75,3,31.39331
9.25,-4.5,3,31.43637
9.25,-4.25,3,31.372559
9.25,-4.0,3,31.363434
9.25,-3.75,3,31.2547
9.25,-3.5,3,31.233368
9.25,-3.25,3,31.396454
9.25,-3.0,3,31.607208
9.25,-2.75,3,31.702301
9.25,-2.5,3,31.678375
9.25,-2.25,3,31.781006
9.25,-2.0,3,31.858124
9.25,-1.75,3,31.949615
9.25,-1.5,3,32.13492
9.25,-1.25,3,32.150116
9.25,-1.0,3,32.039185
9.25,-0.75,3,31.961761
9.25,-0.5,3,31.811188
9.25,-0.25,3,31.593872
9.25,0.0,3,31.459564
9.25,0.25,3,31.241882
9.25,0.5,3,31.151428
9.25,0.75,3,31.397308
9.25,1.0,3,31.545074
9.25,1.25,3,31.493225
9.25,1.5,3,31.495209
9.25,1.75,3,31.577545
9.25,2.0,3,31.571533
9.25,2.25,3,31.472504
9.25,2.5,3,31.363037
9.25,2.75,3,31.311676
9.25,3.0,3,31.34253
9.25,-5.0,4,30.152618
9.25,-4.75,4,30.291718
9.25,-4.5,4,30.32724
9.25,-4.25,4,30.256378
9.25,-4.0,4,30.249481
9.25,-3.75,4,30.083557
9.25,-3.5,4,30.033295
9.25,-3.25,4,30.195282
9.25,-3.0,4,30.390839
9.25,-2.75,4,30.430206
9.25,-2.5,4,30.326202
9.25,-2.25,4,30.4404
9.25,-2.0,4,30.543152
9.25,-1.75,4,30.644379
9.25,-1.5,4,30.882172
9.25,-1.25,4,30.923676
9.25,-1.0,4,30.839203
9.25,-0.75,4,30.834717
9.25,-0.5,4,30.712341
9.25,-0.25,4,30.474457
9.25,0.0,4,30.383026
9.25,0.25,4,30.199738
9.25,0.5,4,30.010986
9.25,0.75,4,30.100891
9.25,1.0,4,30.146423
9.25,1.25,4,30.08902
9.25,1.5,4,30.110352
9.25,1.75,4,30.227753
9.25,2.0,4,30.32779
9.25,2.25,4,30.283875
9.25,2.5,4,30.189423
9.25,2.75,4,30.160889
9.25,3.0,4,30.172302
9.25,-5.0,5,29.022919
9.25,-4.75,5,29.12378
9.25,-4.5,5,29.17456
9.25,-4.25,5,29.097626
9.25,-4.0,5,29.094238
9.25,-3.75,5,28.940521
9.25,-3.5,5,28.8779
9.25,-3.25,5,29.020172
9.25,-3.0,5,29.179749
9.25,-2.75,5,29.168427
9.25,-2.5,5,29.012695
9.25,-2.25,5,29.085754
9.25,-2.0,5,29.134674
9.25,-1.75,5,29.182617
9.25,-1.5,5,29.393463
9.25,-1.25,5,29.42633
9.25,-1.0,5,29.368347
9.25,-0.75,5,29.405731
9.25,-0.5,5,29.3078
9.25,-0.25,5,29.074127
9.25,0.0,5,29.012054
9.25,0.25,5,28.868256
9.25,0.5,5,28.6846
9.25,0.75,5,28.752136
9.25,1.0,5,28.73053
9.25,1.25,5,28.628479
9.25,1.5,5,28.617554
9.25,1.75,5,28.688568
9.25,2.0,5,28.784637
9.25,2.25,5,28.7406
9.25,2.5,5,28.671936
9.25,2.75,5,28.667542
9.25,3.0,5,28.662628
9.25,-5.0,6,27.510468
9.25,-4.75,6,27.58963
9.25,-4.5,6,27.623291
9.25,-4.25,6,27.526398
9.25,-4.0,6,27.494202
9.25,-3.75,6,27.347626
9.25,-3.5,6,27.287262
9.25,-3.25,6,27.431305
9.25,-3.0,6,27.571869
9.25,-2.75,6,27.556793
9.25,-2.5,6,27.410217
9.25,-2.25,6,27.442749
9.25,-2.0,6,27.44934
9.25,-1.75,6,27.443878
9.25,-1.5,6,27.60141
9.25,-1.25,6,27.595062
9.25,-1.0,6,27.50064
9.25,-0.75,6,27.499664
9.25,-0.5,6,27.407806
9.25,-0.25,6,27.227692
9.25,0.0,6,27.190826
9.25,0.25,6,27.109558
9.25,0.5,6,26.995453
9.25,0.75,6,27.084137
9.25,1.0,6,27.0997
9.25,1.25,6,27.0531
9.25,1.5,6,27.068176
9.25,1.75,6,27.12387
9.25,2.0,6,27.198853
9.25,2.25,6,27.15921
9.25,2.5,6,27.11499
9.25,2.75,6,27.107056
9.25,3.0,6,27.10147
9.25,-5.0,7,26.171722
9.25,-4.75,7,26.22232
9.25,-4.5,7,26.214722
9.25,-4.25,7,26.106293
9.25,-4.0,7,26.054504
9.25,-3.75,7,25.929962
9.25,-3.5,7,25.91272
9.25,-3.25,7,26.070648
9.25,-3.0,7,26.210846
9.25,-2.75,7,26.215698
9.25,-2.5,7,26.101166
9.25,-2.25,7,26.116364
9.25,-2.0,7,26.12268
9.25,-1.75,7,26.103607
9.25,-1.5,7,26.188812
9.25,-1.25,7,26.156097
9.25,-1.0,7,26.07196
9.25,-0.75,7,26.038208
9.25,-0.5,7,25.93747
9.25,-0.25,7,25.803253
9.25,0.0,7,25.756622
9.25,0.25,7,25.687927
9.25,0.5,7,25.613892
9.25,0.75,7,25.707611
9.25,1.0,7,25.774841
9.25,1.25,7,25.777802
9.25,1.5,7,25.81363
9.25,1.75,7,25.845337
9.25,2.0,7,25.867218
9.25,2.25,7,25.819427
9.25,2.5,7,25.773956
9.25,2.75,7,25.768036
9.25,3.0,7,25.78537
9.25,-5.0,8,25.841827
9.25,-4.75,8,25.865967
9.25,-4.5,8,25.830627
9.25,-4.25,8,25.720703
9.25,-4.0,8,25.658752
9.25,-3.75,8,25.537567
9.25,-3.5,8,25.551422
9.25,-3.25,8,25.706116
9.25,-3.0,8,25.803925
9.25,-2.75,8,25.808441
9.25,-2.5,8,25.731781
9.25,-2.25,8,25.759369
9.25,-2.0,8,25.766968
9.25,-1.75,8,25.742523
9.25,-1.5,8,25.785553
9.25,-1.25,8,25.741852
9.25,-1.0,8,25.681458
9.25,-0.75,8,25.622894
9.25,-0.5,8,25.51709
9.25,-0.25,8,25.427948
9.25,0.0,8,25.384644
9.25,0.25,8,25.322327
9.25,0.5,8,25.290741
9.25,0.75,8,25.408142
9.25,1.0,8,25.490326
9.25,1.25,8,25.504852
9.25,1.5,8,25.55307
9.25,1.75,8,25.589691
9.25,2.0,8,25.602509
9.25,2.25,8,25.556091
9.25,2.5,8,25.49524
9.25,2.75,8,25.476257
9.25,3.0,8,25.503815
9.25,-5.0,9,26.492615
9.25,-4.75,9,26.483551
9.25,-4.5,9,26.41101
9.25,-4.25,9,26.320862
9.25,-4.0,9,26.261292
9.25,-3.75,9,26.152435
9.25,-3.5,9,26.233948
9.25,-3.25,9,26.379303
9.25,-3.0,9,26.38266
9.25,-2.75,9,26.344086
9.25,-2.5,9,26.279633
9.25,-2.25,9,26.3031
9.25,-2.0,9,26.289581
9.25,-1.75,9,26.256805
9.25,-1.5,9,26.237793
9.25,-1.25,9,26.146362
9.25,-1.0,9,26.098389
9.25,-0.75,9,26.022217
9.25,-0.5,9,25.941772
9.25,-0.25,9,25.908325
9.25,0.0,9,25.885773
9.25,0.25,9,25.831024
9.25,0.5,9,25.849854
9.25,0.75,9,26.045898
9.25,1.0,9,26.158508
9.25,1.25,9,26.180176
9.25,1.5,9,26.244995
9.25,1.75,9,26.301605
9.25,2.0,9,26.303284
9.25,2.25,9,26.24533
9.25,2.5,9,26.19165
9.25,2.75,9,26.17154
9.25,3.0,9,26.228271
9.25,-5.0,10,27.829926
9.25,-4.75,10,27.835297
9.25,-4.5,10,27.721466
9.25,-4.25,10,27.623444
9.25,-4.0,10,27.596832
9.25,-3.75,10,27.472473
9.25,-3.5,10,27.629059
9.25,-3.25,10,27.872406
9.25,-3.0,10,27.905182
9.25,-2.75,10,27.824371
9.25,-2.5,10,27.70758
9.25,-2.25,10,27.81314
9.25,-2.0,10,27.844482
9.25,-1.75,10,27.8443
9.25,-1.5,10,27.869812
9.25,-1.25,10,27.686493
9.25,-1.0,10,27.544495
9.25,-0.75,10,27.418427
9.25,-0.5,10,27.270569
9.25,-0.25,10,27.191223
9.25,0.0,10,27.140411
9.25,0.25,10,27.016693
9.25,0.5,10,27.110657
9.25,0.75,10,27.542847
9.25,1.0,10,27.744354
9.25,1.25,10,27.744781
9.25,1.5,10,27.792847
9.25,1.75,10,27.810394
9.25,2.0,10,27.729187
9.25,2.25,10,27.587067
9.25,2.5,10,27.505432
9.25,2.75,10,27.495422
9.25,3.0,10,27.616821
9.25,-5.0,11,29.42218
9.25,-4.75,11,29.481323
9.25,-4.5,11,29.36203
9.25,-4.25,11,29.235046
9.25,-4.0,11,29.23819
9.25,-3.75,11,29.161682
9.25,-3.5,11,29.339447
9.25,-3.25,11,29.705566
9.25,-3.0,11,29.904266
9.25,-2.75,11,29.879364
9.25,-2.5,11,29.807281
9.25,-2.25,11,29.977692
9.25,-2.0,11,30.04715
9.25,-1.75,11,30.099731
9.25,-1.5,11,30.22757
9.25,-1.25,11,30.083984
9.25,-1.0,11,29.927277
9.25,-0.75,11,29.83493
9.25,-0.5,11,29.61908
9.25,-0.25,11,29.420502
9.25,0.0,11,29.271759
9.25,0.25,11,29.036194
9.25,0.5,11,29.21698
9.25,0.75,11,29.876862
9.25,1.0,11,30.21994
9.25,1.25,11,30.233429
9.25,1.5,11,30.22174
9.25,1.75,11,30.162079
9.25,2.0,11,29.97705
9.25,2.25,11,29.790894
9.25,2.5,11,29.72876
9.25,2.75,11,29.737183
9.25,3.0,11,29.875824
9.25,-5.0,12,30.117859
9.25,-4.75,12,30.067902
9.25,-4.5,12,29.962158
9.25,-4.25,12,29.92218
9.25,-4.0,12,29.983154
9.25,-3.75,12,29.981415
9.25,-3.5,12,30.083221
9.25,-3.25,12,30.25708
9.25,-3.0,12,30.32544
9.25,-2.75,12,30.369812
9.25,-2.5,12,30.404755
9.25,-2.25,12,30.467224
9.25,-2.0,12,30.461365
9.25,-1.75,12,30.465973
9.25,-1.5,12,30.455597
9.25,-1.25,12,30.303192
9.25,-1.0,12,30.27945
9.25,-0.75,12,30.317505
9.25,-0.5,12,30.230133
9.25,-0.25,12,30.110596
9.25,0.0,12,29.919891
9.25,0.25,12,29.730133
9.25,0.5,12,29.943695
9.25,0.75,12,30.450592
9.25,1.0,12,30.661652
9.25,1.25,12,30.543823
9.25,1.5,12,30.42456
9.25,1.75,12,30.314392
9.25,2.0,12,30.10373
9.25,2.25,12,29.983368
9.25,2.5,12,29.967651
9.25,2.75,12,29.980804
9.25,3.0,12,30.068268
9.0,-5.0,1,30.298004
9.0,-4.75,1,30.228851
9.0,-4.5,1,30.154205
9.0,-4.25,1,30.128174
9.0,-4.0,1,30.147491
9.0,-3.75,1,30.145172
9.0,-3.5,1,30.24881
9.0,-3.25,1,30.344208
9.0,-3.0,1,30.337952
9.0,-2.75,1,30.411804
9.0,-2.5,1,30.445648
9.0,-2.25,1,30.48462
9.0,-2.0,1,30.482635
9.0,-1.75,1,30.464447
9.0,-1.5,1,30.466125
9.0,-1.25,1,30.327026
9.0,-1.0,1,30.303009
9.0,-0.75,1,30.344482
9.0,-0.5,1,30.25122
9.0,-0.25,1,30.109528
9.0,0.0,1,29.945496
9.0,0.25,1,29.893585
9.0,0.5,1,30.189789
9.0,0.75,1,30.648102
9.0,1.0,1,30.72345
9.0,1.25,1,30.493958
9.0,1.5,1,30.345764
9.0,1.75,1,30.211761
9.0,2.0,1,30.024872
9.0,2.25,1,29.922852
9.0,2.5,1,29.894379
9.0,2.75,1,29.891937
9.0,3.0,1,29.921448
9.0,-5.0,2,31.399078
9.0,-4.75,2,31.397491
9.0,-4.5,2,31.38559
9.0,-4.25,2,31.356506
9.0,-4.0,2,31.34256
9.0,-3.75,2,31.298584
9.0,-3.5,2,31.350067
9.0,-3.25,2,31.486237
9.0,-3.0,2,31.610779
9.0,-2.75,2,31.741425
9.0,-2.5,2,31.787262
9.0,-2.25,2,31.837128
9.0,-2.0,2,31.876251
9.0,-1.75,2,31.907959
9.0,-1.5,2,31.958496
9.0,-1.25,2,31.932343
9.0,-1.0,2,31.859924
9.0,-0.75,2,31.75293
9.0,-0.5,2,31.623993
9.0,-0.25,2,31.430237
9.0,0.0,2,31.225311
9.0,0.25,2,31.117737
9.0,0.5,2,31.2919
9.0,0.75,2,31.693756
9.0,1.0,2,31.78897
9.0,1.25,2,31.575592
9.0,1.5,2,31.436462
9.0,1.75,2,31.35495
9.0,2.0,2,31.219574
9.0,2.25,2,31.107178
9.0,2.5,2,31.04361
9.0,2.75,2,31.020172
9.0,3.0,2,31.033264
9.0,-5.0,3,30.91159
9.0,-4.75,3,30.961548
9.0,-4.5,3,31.007416
9.0,-4.25,3,30.999603
9.0,-4.0,3,30.989014
9.0,-3.75,3,30.85971
9.0,-3.5,3,30.837097
9.0,-3.25,3,30.991913
9.0,-3.0,3,31.200134
9.0,-2.75,3,31.353699
9.0,-2.5,3,31.322296
9.0,-2.25,3,31.380127
9.0,-2.0,3,31.494415
9.0,-1.75,3,31.61731
9.0,-1.5,3,31.810455
9.0,-1.25,3,31.869171
9.0,-1.0,3,31.765228
9.0,-0.75,3,31.603668
9.0,-0.5,3,31.452179
9.0,-0.25,3,31.210907
9.0,0.0,3,30.987732
9.0,0.25,3,30.851776
9.0,0.5,3,30.845154
9.0,0.75,3,31.117157
9.0,1.0,3,31.281097
9.0,1.25,3,31.180603
9.0,1.5,3,31.140778
9.0,1.75,3,31.208313
9.0,2.0,3,31.201752
9.0,2.25,3,31.071564
9.0,2.5,3,30.949463
9.0,2.75,3,30.907135
9.0,3.0,3,30.911865
9.0,-5.0,4,29.846924
9.0,-4.75,4,29.88327
9.0,-4.5,4,29.937836
9.0,-4.25,4,29.93161
9.0,-4.0,4,29.938965
9.0,-3.75,4,29.775421
9.0,-3.5,4,29.714996
9.0,-3.25,4,29.840057
9.0,-3.0,4,30.029022
9.0,-2.75,4,30.144043
9.0,-2.5,4,30.04361
9.0,-2.25,4,30.098145
9.0,-2.0,4,30.22818
9.0,-1.75,4,30.357086
9.0,-1.5,4,30.579254
9.0,-1.25,4,30.67569
9.0,-1.0,4,30.622162
9.0,-0.75,4,30.52768
9.0,-0.5,4,30.426361
9.0,-0.25,4,30.182861
9.0,0.0,4,29.982391
9.0,0.25,4,29.887665
9.0,0.5,4,29.762024
9.0,0.75,4,29.823792
9.0,1.0,4,29.904572
9.0,1.25,4,29.823181
9.0,1.5,4,29.796356
9.0,1.75,4,29.90213
9.0,2.0,4,29.991302
9.0,2.25,4,29.915771
9.0,2.5,4,29.821106
9.0,2.75,4,29.796967
9.0,3.0,4,29.78543
9.0,-5.0,5,28.762756
9.0,-4.75,5,28.779999
9.0,-4.5,5,28.843231
9.0,-4.25,5,28.827118
9.0,-4.0,5,28.848114
9.0,-3.75,5,28.704681
9.0,-3.5,5,28.638092
9.0,-3.25,5,28.73471
9.0,-3.0,5,28.878967
9.0,-2.75,5,28.937134
9.0,-2.5,5,28.797028
9.0,-2.25,5,28.821991
9.0,-2.0,5,28.90268
9.0,-1.75,5,28.97937
9.0,-1.5,5,29.152435
9.0,-1.25,5,29.247711
9.0,-1.0,5,29.230194
9.0,-0.75,5,29.16333
9.0,-0.5,5,29.085754
9.0,-0.25,5,28.846558
9.0,0.0,5,28.677917
9.0,0.25,5,28.62384
9.0,0.5,5,28.496643
9.0,0.75,5,28.541931
9.0,1.0,5,28.567108
9.0,1.25,5,28.434784
9.0,1.5,5,28.38092
9.0,1.75,5,28.459167
9.0,2.0,5,28.550354
9.0,2.25,5,28.487549
9.0,2.5,5,28.42337
9.0,2.75,5,28.409943
9.0,3.0,5,28.38623
