latitude,longitude,month,"<xarray.DataArray 'r' (latitude: 37, longitude: 396)>
array([[18.793911, 18.965187, 18.398207, ..., 18.866547, 19.271273,
        19.565584],
       [19.580229, 19.425623, 18.646044, ..., 19.15216 , 19.430243,
        20.180214],
       [20.414602, 20.024244, 19.166777, ..., 19.472445, 19.84692 ,
        20.669466],
       ...,
       [81.886925, 81.877304, 81.90431 , ..., 81.76664 , 81.68621 ,
        81.81145 ],
       [81.978676, 82.01549 , 82.00904 , ..., 82.13626 , 82.082504,
        82.08208 ],
       [82.132286, 82.07965 , 82.11814 , ..., 82.34556 , 82.47815 ,
        82.37552 ]], dtype=float32)
Coordinates:
  * longitude  (longitude) float64 -5.0 -4.75 -4.5 -4.25 ... 2.25 2.5 2.75 3.0
  * latitude   (latitude) float32 12.0 11.75 11.5 11.25 ... 3.75 3.5 3.25 3.0
    month      (longitude) int64 1 1 1 1 1 1 1 1 1 ... 12 12 12 12 12 12 12 12"
10.0,2.0,8,86.10217
10.0,2.25,8,85.480034
10.0,2.5,8,85.3547
10.0,2.75,8,85.189926
10.0,3.0,8,85.06399
10.0,-5.0,9,82.05678
10.0,-4.75,9,82.776306
10.0,-4.5,9,83.74948
10.0,-4.25,9,85.252335
10.0,-4.0,9,85.99857
10.0,-3.75,9,84.90887
10.0,-3.5,9,84.34695
10.0,-3.25,9,83.880264
10.0,-3.0,9,82.91729
10.0,-2.75,9,83.227
10.0,-2.5,9,84.638
10.0,-2.25,9,84.10458
10.0,-2.0,9,84.30112
10.0,-1.75,9,85.95741
10.0,-1.5,9,86.03404
10.0,-1.25,9,84.36596
10.0,-1.0,9,83.49748
10.0,-0.75,9,84.192665
10.0,-0.5,9,84.017746
10.0,-0.25,9,84.6319
10.0,0.0,9,84.66697
10.0,0.25,9,84.66609
10.0,0.5,9,85.21441
10.0,0.75,9,85.30418
10.0,1.0,9,86.86631
10.0,1.25,9,86.56004
10.0,1.5,9,86.7744
10.0,1.75,9,86.931854
10.0,2.0,9,84.78876
10.0,2.25,9,84.2702
10.0,2.5,9,84.066055
10.0,2.75,9,84.02935
10.0,3.0,9,84.03322
10.0,-5.0,10,75.45
10.0,-4.75,10,76.16359
10.0,-4.5,10,77.49189
10.0,-4.25,10,79.26357
10.0,-4.0,10,79.56757
10.0,-3.75,10,77.23533
10.0,-3.5,10,76.44129
10.0,-3.25,10,76.139755
10.0,-3.0,10,73.32196
10.0,-2.75,10,74.22486
10.0,-2.5,10,77.40443
10.0,-2.25,10,74.379944
10.0,-2.0,10,75.12383
10.0,-1.75,10,78.624245
10.0,-1.5,10,76.76995
10.0,-1.25,10,74.73395
10.0,-1.0,10,75.04344
10.0,-0.75,10,76.26328
10.0,-0.5,10,76.5488
10.0,-0.25,10,78.087555
10.0,0.0,10,78.22642
10.0,0.25,10,78.58138
10.0,0.5,10,79.1752
10.0,0.75,10,78.59865
10.0,1.0,10,81.06977
10.0,1.25,10,80.44905
10.0,1.5,10,79.25549
10.0,1.75,10,77.953476
10.0,2.0,10,74.455956
10.0,2.25,10,73.557556
10.0,2.5,10,73.257355
10.0,2.75,10,72.92466
10.0,3.0,10,72.790085
10.0,-5.0,11,53.321835
10.0,-4.75,11,54.090557
10.0,-4.5,11,55.348286
10.0,-4.25,11,57.46017
10.0,-4.0,11,57.362446
10.0,-3.75,11,53.386208
10.0,-3.5,11,51.638348
10.0,-3.25,11,51.003693
10.0,-3.0,11,46.960274
10.0,-2.75,11,48.202015
10.0,-2.5,11,51.438744
10.0,-2.25,11,46.35427
10.0,-2.0,11,47.56395
10.0,-1.75,11,51.88099
10.0,-1.5,11,49.05088
10.0,-1.25,11,46.931698
10.0,-1.0,11,48.545742
10.0,-0.75,11,50.110886
10.0,-0.5,11,49.993633
10.0,-0.25,11,52.1492
10.0,0.0,11,51.85701
10.0,0.25,11,53.082474
10.0,0.5,11,54.37943
10.0,0.75,11,52.209087
10.0,1.0,11,54.64552
10.0,1.25,11,52.76993
10.0,1.5,11,48.257156
10.0,1.75,11,46.858864
10.0,2.0,11,45.764446
10.0,2.25,11,45.08452
10.0,2.5,11,45.23552
10.0,2.75,11,44.94554
10.0,3.0,11,44.16783
10.0,-5.0,12,29.852194
10.0,-4.75,12,30.087973
10.0,-4.5,12,30.33632
10.0,-4.25,12,31.239218
10.0,-4.0,12,31.079361
10.0,-3.75,12,28.887035
10.0,-3.5,12,28.207613
10.0,-3.25,12,28.155855
10.0,-3.0,12,26.629538
10.0,-2.75,12,27.273111
10.0,-2.5,12,28.309006
10.0,-2.25,12,26.102728
10.0,-2.0,12,26.901608
10.0,-1.75,12,28.359724
10.0,-1.5,12,27.453276
10.0,-1.25,12,26.778067
10.0,-1.0,12,27.613077
10.0,-0.75,12,28.224504
10.0,-0.5,12,27.22291
10.0,-0.25,12,28.324257
10.0,0.0,12,28.065853
10.0,0.25,12,28.706577
10.0,0.5,12,29.762629
10.0,0.75,12,29.411726
10.0,1.0,12,31.256903
10.0,1.25,12,29.626686
10.0,1.5,12,27.205822
10.0,1.75,12,27.52123
10.0,2.0,12,28.393604
10.0,2.25,12,27.998497
10.0,2.5,12,28.269747
10.0,2.75,12,28.641602
10.0,3.0,12,28.291765
9.75,-5.0,1,23.778671
9.75,-4.75,1,24.719028
9.75,-4.5,1,24.984991
9.75,-4.25,1,25.62601
9.75,-4.0,1,25.269688
9.75,-3.75,1,23.340542
9.75,-3.5,1,22.715376
9.75,-3.25,1,22.365702
9.75,-3.0,1,21.36622
9.75,-2.75,1,21.62943
9.75,-2.5,1,22.316477
9.75,-2.25,1,20.954256
9.75,-2.0,1,22.120615
9.75,-1.75,1,23.566805
9.75,-1.5,1,21.677425
9.75,-1.25,1,20.437033
9.75,-1.0,1,21.432182
9.75,-0.75,1,22.111917
9.75,-0.5,1,21.674612
9.75,-0.25,1,22.551504
9.75,0.0,1,21.919725
9.75,0.25,1,22.788395
9.75,0.5,1,25.120522
9.75,0.75,1,25.119602
9.75,1.0,1,25.26298
9.75,1.25,1,23.973642
9.75,1.5,1,23.446934
9.75,1.75,1,24.270517
9.75,2.0,1,24.518644
9.75,2.25,1,24.403393
9.75,2.5,1,25.51006
9.75,2.75,1,26.015886
9.75,3.0,1,25.64043
9.75,-5.0,2,26.663103
9.75,-4.75,2,27.161304
9.75,-4.5,2,27.330688
9.75,-4.25,2,28.208628
9.75,-4.0,2,28.191956
9.75,-3.75,2,26.69373
9.75,-3.5,2,26.063538
9.75,-3.25,2,25.441566
9.75,-3.0,2,24.063206
9.75,-2.75,2,23.71616
9.75,-2.5,2,24.258121
9.75,-2.25,2,23.026394
9.75,-2.0,2,23.729822
9.75,-1.75,2,25.33669
9.75,-1.5,2,23.713945
9.75,-1.25,2,22.279684
9.75,-1.0,2,23.426748
9.75,-0.75,2,24.35812
9.75,-0.5,2,24.561922
9.75,-0.25,2,25.74625
9.75,0.0,2,25.174429
9.75,0.25,2,26.02089
9.75,0.5,2,27.836077
9.75,0.75,2,27.468685
9.75,1.0,2,27.336288
9.75,1.25,2,26.187866
9.75,1.5,2,26.071856
9.75,1.75,2,27.086422
9.75,2.0,2,27.556635
9.75,2.25,2,27.56277
9.75,2.5,2,28.519804
9.75,2.75,2,28.953215
9.75,3.0,2,28.328623
9.75,-5.0,3,44.718395
9.75,-4.75,3,44.63747
9.75,-4.5,3,44.836365
9.75,-4.25,3,46.24272
9.75,-4.0,3,46.8708
9.75,-3.75,3,45.91674
9.75,-3.5,3,45.326252
9.75,-3.25,3,44.594128
9.75,-3.0,3,42.604744
9.75,-2.75,3,42.119793
9.75,-2.5,3,43.263348
9.75,-2.25,3,41.39267
9.75,-2.0,3,41.48337
9.75,-1.75,3,43.539787
9.75,-1.5,3,41.14217
9.75,-1.25,3,38.77524
9.75,-1.0,3,40.288597
9.75,-0.75,3,41.53124
9.75,-0.5,3,42.22743
9.75,-0.25,3,43.95305
9.75,0.0,3,43.198784
9.75,0.25,3,44.183136
9.75,0.5,3,46.35977
9.75,0.75,3,45.703583
9.75,1.0,3,45.920918
9.75,1.25,3,45.165573
9.75,1.5,3,44.52924
9.75,1.75,3,44.85971
9.75,2.0,3,44.134712
9.75,2.25,3,43.54377
9.75,2.5,3,44.35404
9.75,2.75,3,44.585052
9.75,3.0,3,43.917046
9.75,-5.0,4,61.25657
9.75,-4.75,4,61.079216
9.75,-4.5,4,61.49041
9.75,-4.25,4,63.04421
9.75,-4.0,4,64.17519
9.75,-3.75,4,63.89377
9.75,-3.5,4,63.393787
9.75,-3.25,4,63.07603
9.75,-3.0,4,60.77445
9.75,-2.75,4,60.259785
9.75,-2.5,4,62.41557
9.75,-2.25,4,59.879597
9.75,-2.0,4,59.736553
9.75,-1.75,4,62.849274
9.75,-1.5,4,59.412678
9.75,-1.25,4,55.7035
9.75,-1.0,4,57.0793
9.75,-0.75,4,57.79124
9.75,-0.5,4,58.59064
9.75,-0.25,4,60.894234
9.75,0.0,4,59.62468
9.75,0.25,4,60.22733
9.75,0.5,4,62.548904
9.75,0.75,4,62.21813
9.75,1.0,4,64.03945
9.75,1.25,4,64.50035
9.75,1.5,4,64.34478
9.75,1.75,4,64.657776
9.75,2.0,4,62.04703
9.75,2.25,4,60.48473
9.75,2.5,4,61.084087
9.75,2.75,4,60.932396
9.75,3.0,4,60.50578
9.75,-5.0,5,68.55548
9.75,-4.75,5,68.65812
9.75,-4.5,5,68.73097
9.75,-4.25,5,70.26114
9.75,-4.0,5,71.6155
9.75,-3.75,5,71.59611
9.75,-3.5,5,71.36061
9.75,-3.25,5,70.983154
9.75,-3.0,5,68.62648
9.75,-2.75,5,68.51097
9.75,-2.5,5,71.55632
9.75,-2.25,5,68.80595
9.75,-2.0,5,69.2225
9.75,-1.75,5,73.633385
9.75,-1.5,5,69.27879
9.75,-1.25,5,64.98397
9.75,-1.0,5,66.41013
9.75,-0.75,5,66.43044
9.75,-0.5,5,67.25005
9.75,-0.25,5,69.84457
9.75,0.0,5,68.12354
9.75,0.25,5,68.51259
9.75,0.5,5,70.83114
9.75,0.75,5,70.839294
9.75,1.0,5,74.203156
9.75,1.25,5,75.28996
9.75,1.5,5,75.965416
9.75,1.75,5,77.360504
9.75,2.0,5,73.83817
9.75,2.25,5,72.21747
9.75,2.5,5,72.90885
9.75,2.75,5,72.29813
9.75,3.0,5,72.23469
9.75,-5.0,6,73.57811
9.75,-4.75,6,74.01338
9.75,-4.5,6,74.01073
9.75,-4.25,6,75.622986
9.75,-4.0,6,77.254814
9.75,-3.75,6,77.101746
9.75,-3.5,6,76.94667
9.75,-3.25,6,76.25118
9.75,-3.0,6,74.15937
9.75,-2.75,6,74.29502
9.75,-2.5,6,77.04699
9.75,-2.25,6,74.6948
9.75,-2.0,6,75.50598
9.75,-1.75,6,80.23121
9.75,-1.5,6,76.40753
9.75,-1.25,6,72.27992
9.75,-1.0,6,73.53561
9.75,-0.75,6,73.68044
9.75,-0.5,6,74.37466
9.75,-0.25,6,76.80247
9.75,0.0,6,75.28973
9.75,0.25,6,75.23541
9.75,0.5,6,76.97062
9.75,0.75,6,76.864426
9.75,1.0,6,80.220955
9.75,1.25,6,81.0038
9.75,1.5,6,81.30595
9.75,1.75,6,82.867676
9.75,2.0,6,79.76271
9.75,2.25,6,78.358734
9.75,2.5,6,78.99844
9.75,2.75,6,78.602135
9.75,3.0,6,79.06407
9.75,-5.0,7,79.2318
9.75,-4.75,7,80.44324
9.75,-4.5,7,80.75273
9.75,-4.25,7,82.15801
9.75,-4.0,7,83.535484
9.75,-3.75,7,82.96558
9.75,-3.5,7,82.25929
9.75,-3.25,7,81.22916
9.75,-3.0,7,79.50702
9.75,-2.75,7,79.452286
9.75,-2.5,7,81.469284
9.75,-2.25,7,80.137825
9.75,-2.0,7,80.670815
9.75,-1.75,7,84.71375
9.75,-1.5,7,83.12501
9.75,-1.25,7,79.64942
9.75,-1.0,7,79.97369
9.75,-0.75,7,80.474976
9.75,-0.5,7,80.71781
9.75,-0.25,7,82.4739
9.75,0.0,7,81.5399
9.75,0.25,7,81.22171
9.75,0.5,7,82.749306
9.75,0.75,7,82.83712
9.75,1.0,7,85.108246
9.75,1.25,7,85.223724
9.75,1.5,7,85.14235
9.75,1.75,7,86.62565
9.75,2.0,7,84.34076
9.75,2.25,7,83.33095
9.75,2.5,7,84.01371
9.75,2.75,7,83.59297
9.75,3.0,7,83.83767
9.75,-5.0,8,82.53622
9.75,-4.75,8,84.25631
9.75,-4.5,8,84.70137
9.75,-4.25,8,85.893654
9.75,-4.0,8,86.93556
9.75,-3.75,8,86.14182
9.75,-3.5,8,85.320786
9.75,-3.25,8,84.26373
9.75,-3.0,8,83.057076
9.75,-2.75,8,82.96214
9.75,-2.5,8,84.29893
9.75,-2.25,8,83.52958
9.75,-2.0,8,83.849525
9.75,-1.75,8,86.91417
9.75,-1.5,8,86.43866
9.75,-1.25,8,83.610054
9.75,-1.0,8,83.34125
9.75,-0.75,8,84.25975
9.75,-0.5,8,84.42526
9.75,-0.25,8,85.616234
9.75,0.0,8,84.97449
9.75,0.25,8,84.57871
9.75,0.5,8,86.16654
9.75,0.75,8,86.24559
9.75,1.0,8,87.53638
9.75,1.25,8,87.22899
9.75,1.5,8,86.911194
9.75,1.75,8,88.09845
9.75,2.0,8,85.89638
9.75,2.25,8,84.96928
9.75,2.5,8,85.8369
9.75,2.75,8,85.506546
9.75,3.0,8,85.67341
9.75,-5.0,9,82.04797
9.75,-4.75,9,84.1691
9.75,-4.5,9,84.755455
9.75,-4.25,9,85.98122
9.75,-4.0,9,86.88794
9.75,-3.75,9,85.924126
9.75,-3.5,9,85.268166
9.75,-3.25,9,84.316956
9.75,-3.0,9,83.41366
9.75,-2.75,9,83.59483
9.75,-2.5,9,84.65943
9.75,-2.25,9,83.91292
9.75,-2.0,9,84.56782
9.75,-1.75,9,87.11981
9.75,-1.5,9,86.40127
9.75,-1.25,9,83.84429
9.75,-1.0,9,83.53618
9.75,-0.75,9,84.59578
9.75,-0.5,9,84.74436
9.75,-0.25,9,85.76489
9.75,0.0,9,84.95374
9.75,0.25,9,84.642685
9.75,0.5,9,86.3086
9.75,0.75,9,86.29527
9.75,1.0,9,87.52352
9.75,1.25,9,86.78031
9.75,1.5,9,86.23057
9.75,1.75,9,86.94141
9.75,2.0,9,84.38612
9.75,2.25,9,83.78545
9.75,2.5,9,84.633514
9.75,2.75,9,84.35067
9.75,3.0,9,84.68477
9.75,-5.0,10,75.59726
9.75,-4.75,10,77.49538
9.75,-4.5,10,78.70847
9.75,-4.25,10,80.52543
9.75,-4.0,10,80.8749
9.75,-3.75,10,79.3346
9.75,-3.5,10,78.43146
9.75,-3.25,10,76.950516
9.75,-3.0,10,74.54042
9.75,-2.75,10,75.403534
9.75,-2.5,10,77.862816
9.75,-2.25,10,74.92257
9.75,-2.0,10,77.01524
9.75,-1.75,10,80.78807
9.75,-1.5,10,76.69069
9.75,-1.25,10,74.5694
9.75,-1.0,10,76.19145
9.75,-0.75,10,77.7076
9.75,-0.5,10,78.993004
9.75,-0.25,10,80.66283
9.75,0.0,10,79.25471
9.75,0.25,10,79.40528
9.75,0.5,10,81.02741
9.75,0.75,10,79.95397
9.75,1.0,10,81.98478
9.75,1.25,10,80.87035
9.75,1.5,10,79.27892
9.75,1.75,10,78.9874
9.75,2.0,10,74.983215
9.75,2.25,10,74.53748
9.75,2.5,10,75.76268
9.75,2.75,10,74.910065
9.75,3.0,10,74.38597
9.75,-5.0,11,55.240055
9.75,-4.75,11,56.461884
9.75,-4.5,11,58.270565
9.75,-4.25,11,61.396343
9.75,-4.0,11,61.251373
9.75,-3.75,11,57.899456
9.75,-3.5,11,56.09914
9.75,-3.25,11,53.88382
9.75,-3.0,11,49.79063
9.75,-2.75,11,50.953693
9.75,-2.5,11,53.659954
9.75,-2.25,11,48.745045
9.75,-2.0,11,51.836727
9.75,-1.75,11,56.317337
9.75,-1.5,11,50.07019
9.75,-1.25,11,48.12868
9.75,-1.0,11,51.537262
9.75,-0.75,11,53.21822
9.75,-0.5,11,54.842773
9.75,-0.25,11,57.22471
9.75,0.0,11,55.02731
9.75,0.25,11,56.66011
9.75,0.5,11,59.154034
9.75,0.75,11,55.703014
9.75,1.0,11,56.67037
9.75,1.25,11,54.295147
9.75,1.5,11,50.72121
9.75,1.75,11,50.47033
9.75,2.0,11,48.155
9.75,2.25,11,47.979935
9.75,2.5,11,49.46812
9.75,2.75,11,48.584724
9.75,3.0,11,47.18514
9.75,-5.0,12,31.013302
9.75,-4.75,12,32.29666
9.75,-4.5,12,33.309147
9.75,-4.25,12,34.855515
9.75,-4.0,12,34.39117
9.75,-3.75,12,31.526823
9.75,-3.5,12,30.626047
9.75,-3.25,12,29.958647
9.75,-3.0,12,28.13779
9.75,-2.75,12,28.843822
9.75,-2.5,12,29.801641
9.75,-2.25,12,27.457869
9.75,-2.0,12,29.502869
9.75,-1.75,12,31.525146
9.75,-1.5,12,28.482096
9.75,-1.25,12,27.489946
9.75,-1.0,12,29.441427
9.75,-0.75,12,30.303293
9.75,-0.5,12,30.04362
9.75,-0.25,12,31.301258
9.75,0.0,12,30.303768
9.75,0.25,12,31.543783
9.75,0.5,12,34.115555
9.75,0.75,12,32.94928
9.75,1.0,12,32.896168
9.75,1.25,12,30.784636
9.75,1.5,12,29.011646
9.75,1.75,12,29.716593
9.75,2.0,12,29.616123
9.75,2.25,12,29.536179
9.75,2.5,12,30.838667
9.75,2.75,12,30.848665
9.75,3.0,12,30.197943
9.5,-5.0,1,25.872292
9.5,-4.75,1,26.561424
9.5,-4.5,1,26.830936
9.5,-4.25,1,28.365322
9.5,-4.0,1,27.382603
9.5,-3.75,1,25.773932
9.5,-3.5,1,25.810251
9.5,-3.25,1,24.310947
9.5,-3.0,1,22.733349
9.5,-2.75,1,22.835564
9.5,-2.5,1,23.347248
9.5,-2.25,1,21.943106
9.5,-2.0,1,23.4351
9.5,-1.75,1,24.596247
9.5,-1.5,1,22.034311
9.5,-1.25,1,22.031467
9.5,-1.0,1,23.21694
9.5,-0.75,1,23.297104
9.5,-0.5,1,23.458797
9.5,-0.25,1,24.535316
9.5,0.0,1,24.166845
9.5,0.25,1,25.643627
9.5,0.5,1,28.66612
9.5,0.75,1,27.752718
9.5,1.0,1,26.993708
9.5,1.25,1,26.522888
9.5,1.5,1,25.816517
9.5,1.75,1,25.969322
9.5,2.0,1,26.41257
9.5,2.25,1,27.202436
9.5,2.5,1,28.389805
9.5,2.75,1,28.494211
9.5,3.0,1,27.50383
9.5,-5.0,2,30.383457
9.5,-4.75,2,30.17134
9.5,-4.5,2,30.050303
9.5,-4.25,2,31.493607
9.5,-4.0,2,30.987839
9.5,-3.75,2,29.804861
9.5,-3.5,2,29.992027
9.5,-3.25,2,28.659473
9.5,-3.0,2,26.590715
9.5,-2.75,2,26.018482
9.5,-2.5,2,26.414034
9.5,-2.25,2,25.059214
9.5,-2.0,2,25.849802
9.5,-1.75,2,27.025717
9.5,-1.5,2,24.770657
9.5,-1.25,2,24.526518
9.5,-1.0,2,26.201399
9.5,-0.75,2,26.689043
9.5,-0.5,2,27.284218
9.5,-0.25,2,28.783615
9.5,0.0,2,28.481491
9.5,0.25,2,29.70546
9.5,0.5,2,32.11421
9.5,0.75,2,31.159048
9.5,1.0,2,30.469288
9.5,1.25,2,29.982182
9.5,1.5,2,29.622103
9.5,1.75,2,29.97725
9.5,2.0,2,30.392002
9.5,2.25,2,31.18876
9.5,2.5,2,32.231075
9.5,2.75,2,32.38084
9.5,3.0,2,31.406351
9.5,-5.0,3,49.158756
9.5,-4.75,3,48.133297
9.5,-4.5,3,47.656322
9.5,-4.25,3,49.165302
9.5,-4.0,3,49.297165
9.5,-3.75,3,49.145786
9.5,-3.5,3,49.62371
9.5,-3.25,3,48.53356
9.5,-3.0,3,46.192898
9.5,-2.75,3,45.381016
9.5,-2.5,3,46.369392
9.5,-2.25,3,44.412697
9.5,-2.0,3,44.219677
9.5,-1.75,3,45.51341
9.5,-1.5,3,42.539135
9.5,-1.25,3,41.525826
9.5,-1.0,3,43.614986
9.5,-0.75,3,44.167522
9.5,-0.5,3,45.156208
9.5,-0.25,3,47.402946
9.5,0.0,3,46.78158
9.5,0.25,3,47.97787
9.5,0.5,3,50.864426
9.5,0.75,3,49.751976
9.5,1.0,3,49.70136
9.5,1.25,3,49.75111
9.5,1.5,3,48.634922
9.5,1.75,3,47.95642
9.5,2.0,3,46.90218
9.5,2.25,3,47.194084
9.5,2.5,3,48.248962
9.5,2.75,3,48.368008
9.5,3.0,3,47.706696
9.5,-5.0,4,64.71305
9.5,-4.75,4,63.67768
9.5,-4.5,4,63.178944
9.5,-4.25,4,64.660385
9.5,-4.0,4,64.95918
9.5,-3.75,4,65.55966
9.5,-3.5,4,66.28635
9.5,-3.25,4,65.41322
9.5,-3.0,4,63.06979
9.5,-2.75,4,62.5023
9.5,-2.5,4,64.35905
9.5,-2.25,4,61.92455
9.5,-2.0,4,61.336323
9.5,-1.75,4,63.203114
9.5,-1.5,4,59.37855
9.5,-1.25,4,57.441975
9.5,-1.0,4,59.438374
9.5,-0.75,4,59.156593
9.5,-0.5,4,60.093052
9.5,-0.25,4,62.990234
9.5,0.0,4,61.765717
9.5,0.25,4,62.50918
9.5,0.5,4,65.85245
9.5,0.75,4,65.5509
9.5,1.0,4,67.35648
9.5,1.25,4,68.48238
9.5,1.5,4,67.271935
9.5,1.75,4,66.34811
9.5,2.0,4,63.53994
9.5,2.25,4,62.928864
9.5,2.5,4,63.921864
9.5,2.75,4,63.667534
9.5,3.0,4,63.588657
9.5,-5.0,5,71.262665
9.5,-4.75,5,70.724335
9.5,-4.5,5,69.70246
9.5,-4.25,5,71.349106
9.5,-4.0,5,71.66492
9.5,-3.75,5,72.3312
9.5,-3.5,5,73.510506
9.5,-3.25,5,72.49794
9.5,-3.0,5,70.210106
9.5,-2.75,5,69.96016
9.5,-2.5,5,72.52651
9.5,-2.25,5,70.15561
9.5,-2.0,5,70.07788
9.5,-1.75,5,73.008125
9.5,-1.5,5,68.34747
9.5,-1.25,5,66.02306
9.5,-1.0,5,68.13135
9.5,-0.75,5,67.114784
9.5,-0.5,5,68.04196
9.5,-0.25,5,71.12112
9.5,0.0,5,69.34078
9.5,0.25,5,69.79515
9.5,0.5,5,73.3711
9.5,0.75,5,73.59172
9.5,1.0,5,76.882484
9.5,1.25,5,78.65766
9.5,1.5,5,77.693855
9.5,1.75,5,77.53096
9.5,2.0,5,74.1938
9.5,2.25,5,73.60886
9.5,2.5,5,74.54754
9.5,2.75,5,73.66756
9.5,3.0,5,74.014336
9.5,-5.0,6,75.62241
9.5,-4.75,6,75.588524
9.5,-4.5,6,74.38619
9.5,-4.25,6,76.23622
9.5,-4.0,6,76.79093
9.5,-3.75,6,77.31754
9.5,-3.5,6,78.57227
9.5,-3.25,6,77.26025
9.5,-3.0,6,75.38392
9.5,-2.75,6,75.16415
9.5,-2.5,6,77.51988
9.5,-2.25,6,75.61514
9.5,-2.0,6,75.9245
9.5,-1.75,6,79.44395
9.5,-1.5,6,75.13559
9.5,-1.25,6,72.96161
9.5,-1.0,6,75.0807
9.5,-0.75,6,74.24508
9.5,-0.5,6,75.11937
9.5,-0.25,6,77.82459
9.5,0.0,6,76.09858
9.5,0.25,6,76.02381
9.5,0.5,6,79.03696
9.5,0.75,6,79.18161
9.5,1.0,6,82.2609
9.5,1.25,6,83.8706
9.5,1.5,6,82.767105
9.5,1.75,6,82.75682
9.5,2.0,6,79.86205
9.5,2.25,6,79.30196
9.5,2.5,6,80.01276
9.5,2.75,6,79.254196
9.5,3.0,6,79.874214
9.5,-5.0,7,80.49062
9.5,-4.75,7,81.41396
9.5,-4.5,7,80.605995
9.5,-4.25,7,82.24385
9.5,-4.0,7,82.82765
9.5,-3.75,7,82.95299
9.5,-3.5,7,83.31112
9.5,-3.25,7,81.71144
9.5,-3.0,7,80.2151
9.5,-2.75,7,79.718544
9.5,-2.5,7,81.4771
9.5,-2.25,7,80.46918
9.5,-2.0,7,80.54777
9.5,-1.75,7,83.79857
9.5,-1.5,7,81.600464
9.5,-1.25,7,79.52306
9.5,-1.0,7,80.74672
9.5,-0.75,7,80.5557
9.5,-0.5,7,80.96153
9.5,-0.25,7,82.941666
9.5,0.0,7,81.695076
9.5,0.25,7,81.35916
9.5,0.5,7,84.03859
9.5,0.75,7,84.13499
9.5,1.0,7,86.09124
9.5,1.25,7,87.27762
9.5,1.5,7,86.17692
9.5,1.75,7,86.31288
9.5,2.0,7,84.42788
9.5,2.25,7,84.04332
9.5,2.5,7,84.72497
9.5,2.75,7,84.00212
9.5,3.0,7,84.114
9.5,-5.0,8,83.19455
9.5,-4.75,8,84.71881
9.5,-4.5,8,84.19554
9.5,-4.25,8,85.569954
9.5,-4.0,8,86.10349
9.5,-3.75,8,86.09575
9.5,-3.5,8,86.05594
9.5,-3.25,8,84.51751
9.5,-3.0,8,83.551956
9.5,-2.75,8,82.9887
9.5,-2.5,8,84.117516
9.5,-2.25,8,83.4576
9.5,-2.0,8,83.33461
9.5,-1.75,8,86.09457
9.5,-1.5,8,85.15329
9.5,-1.25,8,83.07987
9.5,-1.0,8,83.604645
9.5,-0.75,8,84.198746
9.5,-0.5,8,84.43314
9.5,-0.25,8,85.87865
9.5,0.0,8,84.95414
9.5,0.25,8,84.34338
9.5,0.5,8,86.72865
9.5,0.75,8,86.58427
9.5,1.0,8,87.733604
9.5,1.25,8,88.66544
9.5,1.5,8,87.411705
9.5,1.75,8,87.45158
9.5,2.0,8,85.861626
9.5,2.25,8,85.46865
9.5,2.5,8,86.40409
9.5,2.75,8,85.800575
9.5,3.0,8,85.64095
9.5,-5.0,9,82.93195
9.5,-4.75,9,84.938324
9.5,-4.5,9,84.62541
9.5,-4.25,9,85.90719
9.5,-4.0,9,86.35532
9.5,-3.75,9,86.40598
9.5,-3.5,9,86.36967
9.5,-3.25,9,84.82872
9.5,-3.0,9,84.235214
9.5,-2.75,9,83.94284
9.5,-2.5,9,84.80391
9.5,-2.25,9,84.06241
9.5,-2.0,9,84.16654
9.5,-1.75,9,86.4692
9.5,-1.5,9,85.49599
9.5,-1.25,9,83.70911
9.5,-1.0,9,84.042435
9.5,-0.75,9,84.83773
9.5,-0.5,9,84.99809
9.5,-0.25,9,86.17328
9.5,0.0,9,85.14131
9.5,0.25,9,84.61247
9.5,0.5,9,87.084625
9.5,0.75,9,86.79882
9.5,1.0,9,87.745766
9.5,1.25,9,88.103745
9.5,1.5,9,86.52174
9.5,1.75,9,86.146706
9.5,2.0,9,84.298645
9.5,2.25,9,84.26698
9.5,2.5,9,85.23393
9.5,2.75,9,84.715546
9.5,3.0,9,84.66477
9.5,-5.0,10,77.2799
9.5,-4.75,10,78.58209
9.5,-4.5,10,78.74832
9.5,-4.25,10,80.763145
9.5,-4.0,10,80.4925
9.5,-3.75,10,80.75166
9.5,-3.5,10,80.5102
9.5,-3.25,10,77.731094
9.5,-3.0,10,76.095505
9.5,-2.75,10,76.55155
9.5,-2.5,10,78.70986
9.5,-2.25,10,76.11803
9.5,-2.0,10,77.13658
9.5,-1.75,10,79.74392
9.5,-1.5,10,75.712524
9.5,-1.25,10,75.62384
9.5,-1.0,10,77.7559
9.5,-0.75,10,78.40381
9.5,-0.5,10,79.95644
9.5,-0.25,10,81.745834
9.5,0.0,10,80.1748
9.5,0.25,10,80.3745
9.5,0.5,10,82.783
9.5,0.75,10,80.851425
9.5,1.0,10,81.989494
9.5,1.25,10,81.814545
9.5,1.5,10,79.04539
9.5,1.75,10,78.082115
9.5,2.0,10,75.76551
9.5,2.25,10,76.65494
9.5,2.5,10,78.05543
9.5,2.75,10,77.01636
9.5,3.0,10,75.878746
9.5,-5.0,11,59.53145
9.5,-4.75,11,59.168724
9.5,-4.5,11,60.11527
